type,a,b,c,d,e,f,g,h,i,j,k,l,m
-1,0.00,49,0,0,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.86,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,76,2.00,1.00,0.00,0.00,8.00,100.00,0.12,0.00,0.01
1,0.00,8,0,76,1.00,1.00,0.00,0.00,9.00,100.00,0.11,0.00,0.01
1,6.08,8,646,176,2.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.01
1,6.06,8,650,176,3.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.01
1,6.31,8,648,176,4.00,1.00,0.00,0.00,21.00,100.00,0.00,0.05,0.01
1,113.62,8,122,135,5.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,0,6.00,1.00,0.00,0.00,18.00,100.00,0.06,0.00,0.01
1,0.00,8,0,0,7.00,1.00,0.00,0.00,19.00,100.00,0.05,0.00,0.01
1,0.00,8,0,0,8.00,1.00,0.00,0.00,20.00,100.00,0.05,0.00,0.01
1,0.00,8,0,0,9.00,1.00,0.00,0.00,21.00,100.00,0.05,0.00,0.01
1,11.42,8,1574,166,10.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.01
1,6.97,8,645,176,10.00,1.00,0.00,0.00,22.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,8,6.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.01
-1,0.30,49,128,66,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
1,6.48,8,653,176,7.00,1.00,0.00,0.00,23.00,100.00,0.00,0.00,0.01
1,13.28,8,622,176,8.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.01
1,14.23,8,641,176,9.00,1.00,0.00,0.00,18.00,100.00,0.00,0.00,0.01
1,14.36,8,610,176,5.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.01
1,73.48,8,688,176,5.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.01
1,0.00,8,0,0,2.00,1.00,0.00,0.00,24.00,100.00,0.04,0.00,0.01
1,0.00,8,0,0,3.00,1.00,0.00,0.00,25.00,100.00,0.04,0.00,0.01
1,0.00,8,0,0,4.00,1.00,0.00,0.00,26.00,100.00,0.04,0.00,0.01
-1,1.14,49,128,219,0.00,0.00,0.00,0.00,12.00,16.00,0.00,0.00,0.00
1,0.00,8,0,0,4.00,1.00,0.00,0.00,27.00,100.00,0.04,0.00,0.01
1,3.62,8,2202,167,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,6.02,8,659,176,6.00,1.00,0.00,0.00,28.00,100.00,0.00,0.00,0.01
1,5.90,8,658,176,7.00,1.00,0.00,0.00,29.00,100.00,0.00,0.00,0.01
1,17.10,8,1572,166,8.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
1,4.68,8,658,176,5.00,1.00,0.00,0.00,30.00,100.00,0.00,0.00,0.01
1,4.71,8,657,176,6.00,1.00,0.00,0.00,31.00,100.00,0.00,0.00,0.01
1,12.36,8,114,137,7.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,0,3.00,1.00,0.00,0.00,32.00,100.00,0.03,0.00,0.01
1,5.40,8,689,176,4.00,1.00,0.00,0.00,11.00,100.00,0.00,0.09,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,1.00
1,13.86,8,638,176,5.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.01
-1,0.00,44,48,48,0.00,0.00,0.00,0.00,34.00,94.00,1.00,0.00,0.00
1,0.00,8,0,0,1.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.01
1,0.00,8,0,0,2.00,1.00,0.00,0.00,34.00,100.00,0.03,0.00,0.01
1,2.61,8,2105,244,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,4.61,8,684,176,4.00,1.00,0.00,0.00,35.00,100.00,0.00,0.00,0.01
1,4.57,8,665,176,5.00,1.00,0.00,0.00,36.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.98,8,652,176,5.00,1.00,0.00,0.00,37.00,100.00,0.00,0.00,0.01
1,4.98,8,622,176,6.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.01
1,9.86,8,83029,245,7.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,12.40,8,100,137,8.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,0.00,8,0,0,9.00,1.00,0.00,0.00,39.00,100.00,0.03,0.00,0.01
1,0.00,8,0,76,5.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,0,2.00,1.00,0.00,0.00,40.00,100.00,0.03,0.00,0.01
1,0.00,8,0,0,3.00,1.00,0.00,0.00,41.00,100.00,0.02,0.00,0.01
1,13.42,8,643,176,4.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,1.14,49,128,219,0.00,0.00,0.00,1.00,12.00,16.00,0.00,0.00,0.00
1,4.86,8,630,176,4.00,1.00,0.00,0.00,42.00,100.00,0.00,0.00,0.01
1,7.03,8,664,176,5.00,1.00,0.00,0.00,43.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.80,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,0,5.00,1.00,0.00,0.00,44.00,100.00,0.02,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.75,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,0,1.00,1.00,0.00,0.00,45.00,100.00,0.02,0.00,0.01
1,0.00,8,0,76,2.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
1,0.00,8,0,0,2.00,1.00,0.00,0.00,46.00,100.00,0.02,0.00,0.01
1,0.00,8,0,0,3.00,1.00,0.00,0.00,47.00,100.00,0.02,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,3.47,8,526,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,12.20,8,2429,308,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,13.14,8,2473,308,4.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.01
1,0.00,8,0,0,3.00,1.00,0.00,0.00,48.00,100.00,0.02,0.00,0.01
1,0.00,8,0,0,4.00,1.00,0.00,0.00,49.00,100.00,0.02,0.00,0.01
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,13.00,17.00,0.00,0.00,0.00
1,4.98,8,2288,268,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,0,3.00,1.00,0.00,0.00,50.00,100.00,0.02,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,5.29,8,666,176,2.00,1.00,0.00,0.00,8.00,100.00,0.00,0.12,0.01
-1,7.38,49,51,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,0,2.00,1.00,0.00,0.00,51.00,100.00,0.02,0.00,0.01
1,0.00,8,0,0,3.00,1.00,0.00,0.00,52.00,100.00,0.02,0.00,0.01
1,0.00,8,0,0,4.00,1.00,0.00,0.00,53.00,100.00,0.02,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,2.00,30.00,1.00,0.00,0.00
1,18.35,8,1563,166,4.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.01
-1,2.37,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,7.01,8,1,48,1.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.01
1,10.13,8,121,166,2.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.01
1,264.01,8,0,106,3.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.01
1,0.00,8,0,0,3.00,1.00,0.00,0.00,50.00,100.00,0.02,0.00,0.01
1,0.00,8,0,0,4.00,1.00,0.00,0.00,51.00,100.00,0.02,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,2.00,100.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,10.24,8,129,166,5.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,0,3.00,1.00,0.00,0.00,52.00,100.00,0.02,0.00,0.01
1,0.00,8,0,0,4.00,1.00,0.00,0.00,53.00,100.00,0.02,0.00,0.01
-1,1.13,49,128,219,0.00,0.00,0.00,0.25,14.00,18.00,0.00,0.00,0.00
1,13.17,8,2315,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.21,8,627,176,3.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,9.50,8,110,166,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,0.00,8,0,0,2.00,1.00,0.00,0.00,53.00,100.00,0.02,0.00,0.00
1,0.00,8,0,0,1.00,1.00,0.00,0.00,54.00,100.00,0.02,0.00,0.00
1,0.00,8,0,8,2.00,1.00,0.00,0.00,7.00,100.00,0.14,0.00,0.00
1,1.11,8,0,48,2.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,5.57,8,664,176,3.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,2.32,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,29,4.00,1.00,0.00,0.00,9.00,100.00,0.11,0.00,0.00
1,6.18,8,5231,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,5.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
-1,1.12,49,128,219,0.00,0.00,0.00,0.00,15.00,18.00,0.00,0.00,0.00
1,10.17,8,1,48,6.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.71,8,0,48,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.34,49,128,219,1.00,1.00,0.00,0.33,0.00,19.00,0.00,0.00,0.00
1,929.23,8,120,156,4.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
-1,0.13,20,72,5,1.00,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.02
-1,1.79,49,2479,1518,2.00,0.50,0.00,0.33,1.00,19.00,0.00,0.00,0.00
1,7.03,8,102,137,2.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,11.42,8,1579,166,3.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
1,71.40,8,668,176,4.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
1,7.21,8,108,137,4.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,11.70,8,114,166,4.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00
1,13.93,8,100,137,2.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,12.88,8,127,166,2.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
1,46.60,8,34263,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,177.83,49,183,161698,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,282.14,8,0,106,4.00,1.00,0.00,0.00,10.00,100.00,0.10,0.00,0.00
1,10.51,8,1,48,4.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
1,5.62,8,1115,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
1,0.50,8,2352,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,7.48,8,104,166,6.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,2.31,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.14,49,128,219,0.00,0.00,0.00,0.50,14.00,16.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,1.32,8,0,48,0.00,0.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,5.90,8,645,176,1.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,0,2.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.00
1,1.23,8,2204,260,3.00,1.00,0.33,0.33,0.00,100.00,0.00,0.00,0.01
1,6.22,8,698,176,4.00,1.00,0.25,0.25,6.00,100.00,0.00,0.17,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.01
1,15.62,8,83080,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.42,8,0,76,2.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,460.92,8,34946,262,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,6.06,8,1,48,4.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
1,10.21,8,100,137,5.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.67,14.00,16.00,0.00,0.00,0.00
1,12.51,8,131,166,2.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.01
1,16.05,8,4483,166,3.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.01
1,0.00,8,0,0,2.00,1.00,0.00,0.00,1.00,100.00,1.00,0.00,0.01
1,112.91,8,649,176,3.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,1.32,8,0,48,4.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,2.07,8,2199,167,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,3.51,8,2223,167,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,49,0,2.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.01
1,0.98,8,0,48,2.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,3.06,8,2185,167,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,98,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,46,0,3.00,1.00,0.00,0.00,7.00,100.00,0.14,0.00,0.01
-1,1.24,49,128,219,0.00,0.00,0.00,1.00,0.00,16.00,0.00,0.00,0.00
1,1.14,8,0,48,4.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
1,6.61,8,641,176,5.00,1.00,0.00,0.00,7.00,100.00,0.00,0.14,0.01
1,12.82,8,1563,166,6.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00
1,1.05,8,0,48,6.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.01
-1,6.85,49,2469,1518,1.00,1.00,0.00,0.60,1.00,17.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,1.00,0.38,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.44,0.00,5.00,0.00,0.00,1.00
-1,1.12,49,128,219,1.00,1.00,0.00,0.50,13.00,17.00,0.00,0.00,0.00
1,67.18,8,648,176,1.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.43,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00
1,242.92,8,11,0,1.00,1.00,0.00,0.00,12.00,100.00,0.08,0.00,0.01
1,1.65,8,0,48,2.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
1,0.36,8,0,76,2.00,1.00,0.00,0.00,6.00,100.00,0.17,0.00,0.01
1,5.92,8,1,48,3.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.01
1,62.42,8,677,176,4.00,1.00,0.00,0.00,18.00,100.00,0.00,0.00,0.01
1,6.55,8,0,48,4.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.01
-1,178.04,49,184,171042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,5.06,8,2373,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,2.35,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.78,8,0,48,1.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,563.48,8,650,176,2.00,1.00,0.00,0.00,7.00,100.00,0.00,0.14,0.01
1,0.00,8,0,76,3.00,1.00,0.00,0.00,7.00,100.00,0.14,0.00,0.01
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,14.00,18.00,0.00,0.00,0.00
1,27.50,8,682,176,3.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,2.06,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,2.94,8,0,48,2.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
1,11.81,8,118,166,3.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,1.00,1.00,1.00,0.67,0.00,3.00,0.00,0.00,1.00
1,0.00,8,0,8,0.00,0.00,0.00,0.00,21.00,100.00,0.05,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,31,0,1.00,1.00,0.00,0.00,8.00,100.00,0.12,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,2.14,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.12,49,128,219,0.00,0.00,0.00,0.67,14.00,18.00,0.00,0.00,0.00
-1,2.35,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,39,0,0.00,0.00,0.00,0.00,9.00,100.00,0.11,0.00,0.01
1,0.00,8,0,29,1.00,1.00,0.00,0.00,15.00,100.00,0.07,0.00,0.01
1,17.92,8,2259,276,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.08,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.12,49,128,219,0.00,0.00,0.00,0.50,14.00,18.00,0.00,0.00,0.00
1,6.42,8,5109,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,3.46,8,3354,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
1,13.20,8,674,176,0.00,0.00,0.00,0.00,22.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,7.00,100.00,0.14,0.00,0.01
1,0.00,8,0,76,2.00,1.00,0.00,0.00,8.00,100.00,0.12,0.00,0.01
-1,2.18,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,3.16,8,527,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,10,0,1.00,1.00,0.00,0.00,16.00,100.00,0.06,0.00,0.01
1,0.00,8,10,0,2.00,1.00,0.00,0.00,17.00,100.00,0.12,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.50,14.00,18.00,0.00,0.00,0.00
1,2.47,8,2331,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,4.40,8,1,48,3.00,1.00,0.00,0.00,23.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.00,1.00
1,0.98,8,0,48,1.00,1.00,0.00,0.00,24.00,100.00,0.00,0.00,0.01
1,2.12,8,0,48,2.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.01
1,7.53,8,2528,308,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,1.39,8,0,48,4.00,1.00,0.00,0.00,25.00,100.00,0.00,0.00,0.01
1,2.06,8,0,48,5.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.01
1,2.20,8,0,48,5.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
1,4.94,8,633,176,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,4.94,8,655,176,7.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.01
1,4.94,8,653,176,8.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.01
1,4.71,8,651,176,9.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.01
1,43.53,8,646,176,10.00,1.00,0.00,0.00,25.00,100.00,0.00,0.00,0.01
